@relation Pulsar_Feature_Data_Type_6
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute class {0,1}
@data
89.4375,71.1248626976,1.11864596209,0.3381653631,1.75513851653,14.7100334149,12.1445948968,170.172352304,?
105.25,72.9995719166,1.04498854258,-0.0726546512241,1.04736371761,12.0563352101,16.7519743444,309.439657556,?
100.75,68.2939418982,0.493184117083,-0.527382762523,1.29043789097,14.3958031717,14.1047965597,212.326798833,?
86.125,77.2511124515,0.935530127203,-0.326188682806,0.647899910634,9.97249445844,20.9638693174,480.479364172,?
71.375,71.6762469372,1.36046298651,0.747669224783,1.08936550492,12.6694789027,16.8550361558,309.666931105,?
57.125,62.8558618985,1.95218985465,3.47189701175,0.784629133155,9.3023436572,20.4845700103,513.242439246,?
72.375,77.0712941049,1.44461264125,0.966351401194,0.756925826631,11.4015929396,19.9220358919,420.875766064,?
68.25,61.6314651781,1.76984193293,2.80929284768,1.10277033065,11.5655331145,16.3396296859,313.375557873,?
95.375,74.8873111749,0.748100845662,-0.534411461872,1.12153708668,12.682394789,15.9357436352,276.03442587,?
83.375,76.6353989681,1.19069887586,0.146706596326,1.94012511171,18.1639585682,11.0225045844,127.519152919,?
75.375,73.5695886559,1.19427585518,0.116189190114,2.4218051832,18.201506089,10.838622968,130.568778132,?
99.0625,86.313721932,0.593856632262,-1.16260849358,1.46738159071,15.1349768439,12.9933235588,181.916398611,?
89.5625,90.0381646512,0.749936046814,-0.99625430801,1.23413762288,12.6101458486,15.2650470602,260.38595748,?
67.0625,70.8179609545,1.73888990557,1.90149383971,1.04557640751,10.5078665627,17.4168653261,363.377513589,?
97.5,72.5585970096,1.03377592758,-0.072332359691,1.22341376229,14.1567929601,14.7295214145,229.685723687,?
67.875,71.5392156443,1.79467689031,1.99648212358,0.648793565684,9.96952352667,20.4878534521,463.18706455,?
105.1875,75.8553053105,0.588065289149,-0.807587948296,0.983914209115,12.7616392914,16.7322800606,299.191668566,?
70.875,73.7486228685,1.60074955303,1.08664865923,1.02680965147,12.7534255053,15.6314115178,263.087185257,?
71.125,72.8318911947,1.25424412151,0.465901582241,0.88471849866,11.9764487646,16.6611854494,296.174390291,?
116.0625,67.3363467508,-0.0222095268866,-0.758553331941,1.20107238606,10.3192021358,16.1654145878,346.032698307,?
92.5625,80.3001936097,0.616809487665,-1.10632333556,1.63806970509,13.0281340659,12.3331039328,188.681313731,?
94.75,61.0302179252,1.13351769777,0.938529869809,1.11260053619,10.9215175832,15.6367720459,303.330127652,?
128.5,77.5628777187,0.0833229264764,-1.34730204612,1.29222520107,13.5966878937,14.3316696668,226.262656801,?
129.6875,78.365903579,0.244792635983,-1.30350604905,1.40571939231,13.5351065522,13.1900114673,196.388293299,?
77.8125,54.5850468879,1.71073707863,3.69579189923,2.01072386059,17.0765471945,11.2409511391,139.170168004,?
96.1875,67.1260183815,0.77185686176,-0.091075722347,1.43699731903,12.0893053244,12.8943166522,211.436264052,?
100.9375,60.762826578,0.480497185143,-0.261034260694,2.35656836461,17.6039420301,9.55252625951,105.157231683,?
116.75,69.5939113716,0.529312129057,-0.510274501533,1.44325290438,14.1273458374,13.3703382101,202.333741034,?
111.9375,78.6729533814,0.607413822298,-0.955373288527,1.01519213584,10.3545175513,16.7286340115,352.959182969,?
82.25,75.5922449726,1.04729231313,-0.0820598599387,0.875781948168,11.4645871853,18.4720104973,374.712569025,?
79.625,78.5778873157,0.961654862353,-0.285534098107,1.09562109026,12.9625420525,15.8795785646,271.23214508,?
84.4375,79.089323513,0.917821769057,-0.569225785033,0.720285969616,9.53828883943,20.8927524473,498.01584517,?
129.875,72.253784503,0.428051021064,-0.672935029771,1.69347631814,15.1162271695,13.125175267,193.46483524,?
96.0,79.1130520205,0.819578141635,-0.722983845255,0.961572832887,11.6421681105,17.9589587335,353.171960355,?
78.9375,70.9184996581,1.13064360777,0.308658233354,2.13047363718,15.996619137,10.4716058514,125.286086759,?
104.9375,74.1792329008,0.685861206061,-0.67762826356,1.78373547811,13.7665219279,10.7859366584,144.825242234,?
77.625,71.7572949253,1.33122219178,0.594174607146,1.01340482574,12.5738852644,16.9392008406,309.966699963,?
75.125,74.6867416279,1.24939197438,0.654235793248,0.827524575514,11.0503645221,18.3188241884,365.992374744,?
91.03125,64.5839978124,1.16205897702,0.681468325616,2.62287756926,16.8412355743,9.43173080086,106.881584226,?
140.9375,76.5159041883,-0.0387424063785,-1.01899126504,1.57104557641,15.4611017541,12.8250052388,176.106191772,?
91.375,77.3020657874,0.962912832119,-0.400563678145,1.58713136729,13.5092479724,11.3587294663,155.158046601,?
137.25,77.3672249729,0.0988808813771,-1.099367589,1.07238605898,13.2191650324,15.9424711837,266.293563224,?
114.6875,82.216724842,0.266633786197,-1.14468813336,2.12421805183,18.655326578,11.1796787556,131.688282822,?
154.125,82.5597321641,-0.298293949434,-1.216950472,0.792672028597,10.7845875161,18.7096099063,387.077207374,?
20.65625,31.8944640328,6.33789571927,42.8822644501,16.2752457551,42.2558827681,3.37605135617,12.4016170981,?
70.25,74.4114406526,1.29066709881,0.554511636118,1.04557640751,12.2830293936,15.4669492508,260.912297885,?
62.375,66.6566528938,1.9217144267,2.64318490391,0.805183199285,10.3145147015,18.8689350993,400.978079165,?
84.125,66.1068027891,1.61866341638,1.69784216215,1.14566577301,12.2240499147,15.8070057856,285.351501696,?
72.875,73.147005236,1.25086343155,0.414166320595,0.746201966041,10.5195643664,19.6733756564,420.991409933,?
87.1875,55.215168602,0.896025633777,0.718161206319,1.54959785523,12.5240429122,11.983109256,184.485508567,?
104.03125,65.4634842751,1.02406212719,0.217452543967,1.75067024129,14.4765514694,12.886574087,191.411651562,?
60.1875,60.7713118482,1.9080261842,3.82264327453,0.855227882038,10.4247825863,17.2786296686,356.517428693,?
81.0,78.6558961553,0.948089086104,-0.487138560869,1.2091152815,13.8119978354,15.1195918203,244.4349576,?
109.25,61.9848771879,0.430048068677,-0.0112343025197,1.39857015192,12.7540926412,12.3882007397,186.711072693,?
102.25,77.5777835466,0.583392606896,-0.5194852727,1.40750670241,14.2039333293,14.1614431413,220.531793288,?
114.9375,79.0185648677,0.313492052304,-1.06070489405,0.603217158177,8.54028085935,24.9578445952,711.155610124,?
110.1875,75.2846421506,0.252330189412,-1.00169530115,1.57908847185,13.7067705581,11.9354235367,168.117958825,?
84.625,65.6295236536,1.33508735305,0.891158994786,0.918677390527,10.865725258,17.6936724336,357.03424216,?
79.5625,77.2228663917,1.2144242466,0.232629990811,0.959785522788,11.7743602309,17.2086866165,326.288165687,?
90.1875,82.218625285,0.811735025933,-0.62046547537,1.65236818588,16.8196492188,12.4226018648,162.041488392,?
121.9375,77.6156143682,0.203182310172,-1.09094614245,0.90527256479,12.1344846781,15.7294017036,266.196479385,?
64.75,73.1424124568,1.22508168773,0.465331518593,1.11170688114,13.6829619054,15.6436396434,256.564234263,?
77.9375,77.80702792,1.25764125329,0.240847506103,0.854334226988,10.9273846782,17.6827449262,350.012923922,?
109.9375,74.6001581349,0.465779142921,-1.00924861143,1.05183199285,11.9619217772,16.5661555503,303.941556105,?
85.8125,67.8290302433,0.988126290301,0.291195111981,1.51653261841,16.5893859104,12.656050471,165.705494172,?
77.0625,68.1885884423,1.14731657739,0.641630114888,1.05719392315,11.4515078788,15.2792000308,273.400959718,?
93.6875,59.0949646226,1.44849151808,1.88312533143,0.820375335121,10.9689176359,18.4913202594,370.116911134,?
61.9375,74.7750532848,1.65535984889,1.22921700082,0.770330652368,11.5329878108,19.0351861388,385.666033102,?
80.75,77.5221742471,1.21261216498,0.105665650783,0.927613941019,11.0026049694,17.8282673276,362.539021568,?
83.125,77.5111887085,0.738734621698,-0.603681693108,0.59964253798,10.3362865792,22.1928523907,510.630744351,?
78.125,63.8904091003,1.60770011094,1.85305788335,1.2109025916,12.8311446315,15.9038627379,283.964543555,?
87.8125,83.4072979046,1.0179994881,-0.319064007285,1.2618409294,14.7099536073,14.2577409123,213.278227219,?
79.5625,66.2079760584,1.55757482182,1.57089981575,1.14655942806,13.5245437452,15.5812182529,259.476998874,?
137.5859375,48.0274217479,0.179790523687,0.0686394281317,1.53261840929,14.6534150701,13.0763078402,193.743498593,?
76.375,86.9237273418,0.953345764068,-0.468034553316,0.721179624665,10.3689320808,19.6040512001,419.353092261,?
81.75,71.3455499663,1.43387546413,0.937675231144,0.977658623771,10.2913952564,17.5890272223,376.857816391,?
60.1875,68.9422029221,1.7042964524,1.94837040054,0.750670241287,9.60169393182,20.4281694271,482.438165737,?
84.125,64.3106474466,1.05540131976,0.834308622217,1.12868632708,12.157495993,15.2928774909,268.001999825,?
109.625,79.5061907967,0.789522513296,-0.751919218485,1.97229669348,16.4084412657,11.6565813669,150.271232985,?
89.5625,70.3855176421,1.18027952397,0.647501561582,0.986595174263,13.0855027918,16.4008435515,284.184246947,?
126.8125,66.9442106814,0.194186792174,-0.617457329905,1.82484361037,13.5913047608,12.465662637,194.410178367,?
79.625,67.5748427671,1.28589347492,0.69181268951,1.2055406613,13.1121077163,14.0260255047,215.320317618,?
59.4375,70.3224437413,1.56359463162,1.48006930064,0.727435210009,10.916036188,19.9989958984,430.012163197,?
102.1875,69.931858575,0.672610250213,-0.548550372977,1.82394995532,15.0729035074,11.8525017919,159.840595791,?
70.1875,74.4766899355,1.6223012157,1.56842883745,1.18319928508,13.5957020277,14.7967303552,236.910792074,?
91.375,63.9866929525,1.2163478011,0.812175557417,1.4745308311,13.142343824,12.5614472344,189.985672056,?
84.375,65.7902680873,1.57093123743,1.67488245352,0.800714924039,10.2406503677,18.164941345,386.331784856,?
94.5625,77.6844327633,0.761615200062,-0.556677103956,1.03217158177,12.0263652063,15.9183750407,287.899595826,?
95.0625,68.7026825804,0.94477427501,0.125252767574,1.02680965147,12.3799398012,15.8536590627,277.824976686,?
52.6875,64.5626815099,2.21602654731,3.82058112317,0.998212689902,12.3572093275,17.4459494523,331.568823851,?
74.625,61.3533566726,1.68595091999,2.33699043754,1.11349419124,13.1987145039,15.3746616679,258.781222465,?
74.1875,75.0218457767,1.37501240268,0.555726768733,1.2636282395,14.7547490021,13.6327872766,194.815266396,?
109.6875,66.4649519954,0.723170761217,-0.222378399016,1.76228775693,14.9625916781,11.108747896,144.141691772,?
81.8125,76.4617704722,1.309323309,0.321821248498,1.03753351206,12.6441084909,16.7750256718,306.76974596,?
105.03125,73.9541599468,0.513437047644,-0.671677471139,1.95710455764,15.0326407155,11.6466410141,158.088734366,?
109.1875,82.9466837417,0.567393140943,-1.1932668771,0.977658623771,10.8735703493,17.4689575754,352.589958685,?
128.84375,59.5635739017,0.0112415596919,-0.279767772502,1.4745308311,13.2672746119,12.4347607101,181.830154364,?
99.3125,89.171687456,0.465226615581,-1.303756411,0.916890080429,12.2308474332,16.7876560473,301.108790049,?
102.125,58.2085421137,1.02677620087,0.695998226669,2.50848972297,19.2206897514,10.0535004201,109.860166673,?
117.625,81.1425250716,0.261072712813,-1.02703054978,2.01429848079,17.577754526,11.4783702617,145.616085876,?
66.625,67.5248796741,1.77541754337,2.11495391479,0.699731903485,9.59572020327,20.9989308738,496.303046014,?
132.40625,68.9419408701,-0.00646569365502,-0.90791973583,1.30652368186,12.205562188,14.2234955961,243.3394468,?
98.5,78.2040599969,0.838776324727,-0.645103892749,1.19392314567,13.5764119773,14.5682448733,231.598155756,?
73.1875,61.0432415895,1.6391789295,2.41803701241,0.67381590706,8.88271019948,22.8049095534,612.298191089,?
115.5,76.9496588686,0.22128907799,-1.14172877258,1.54066130474,16.3216085631,12.612587551,166.534408517,?
67.0,73.396185187,1.62165761278,1.41900624709,1.4164432529,13.6512785524,13.7422789627,216.518410561,?
56.375,63.0405375532,2.17434975111,3.76592870023,0.896336014298,11.2114287636,17.4912076982,337.785934093,?
97.25,68.4739914128,1.02753109946,0.539872582088,1.62287756926,14.2796922469,12.3949790865,176.310922937,?
86.5625,76.34949963,1.06840231143,-0.167211124701,1.34316353887,14.6199462584,14.0235439548,209.057222014,?
90.6875,74.4074246547,0.67954150746,-0.566119004188,1.00089365505,12.5221876044,16.4923655652,298.1330447,?
110.375,82.0867490829,0.715276719815,-0.93493609461,0.55764075067,8.7511537435,23.918451376,653.421843778,?
76.71875,59.8013557408,1.26290958121,1.35491299704,1.85612153709,13.9204247996,11.4361350316,159.60787925,?
77.1875,75.7010722761,1.19290018116,0.199894113715,0.914209115282,11.8236129471,16.8527690076,306.007414181,?
66.4375,73.9357565306,1.82204566012,2.01910233963,0.590705987489,8.54220156832,25.3238978577,718.539569117,?
96.375,58.3720556003,0.899296262054,0.38063480476,2.87935656836,18.6093059335,8.77604420835,89.4556410526,?
73.5,64.8382603098,1.42530792409,1.44285671011,1.12779267203,13.005832391,15.2049334868,248.066463711,?
83.84375,55.4459812424,1.63544175799,2.82335137328,1.47006255585,12.9474343553,14.2633073016,235.06771159,?
85.25,66.744381786,1.10215115398,0.24503417389,1.11170688114,11.719198849,17.1615775466,331.350565347,?
70.875,61.537463183,1.58720409742,2.45050070396,1.55138516533,13.3125215823,13.9161832183,234.861931104,?
77.5,71.8139958504,1.0833143224,0.204639312959,0.92672028597,11.8022881055,17.5197900862,341.014383614,?
86.3125,66.8736857347,1.2719179991,0.988549657732,1.06166219839,11.0851261886,16.8945377789,334.728677458,?
70.5,70.737189653,1.38016902453,0.847234217105,1.32886505809,14.4278729863,13.9899218729,209.02849664,?
125.5625,89.7510228006,0.131602255097,-1.45506143327,1.27882037534,13.9992661637,14.6380034218,233.979569923,?
136.25,103.907109959,-0.129538659415,-1.7089116729,0.468275245755,8.42761449775,25.9139431661,750.221976623,?
67.1875,58.1423025322,1.96673061246,4.08850399147,0.66309204647,9.03928402453,22.3995804829,582.902685718,?
94.0,76.169219505,0.56484110141,-0.859544658103,1.68990169794,15.0656411791,12.8974798642,186.646736845,?
76.6875,61.22368695,1.58600375155,2.27820336539,1.13136729223,12.3501813169,14.9277470492,246.461025666,?
98.25,92.2669361147,0.615312541039,-1.32435722828,1.41733690795,15.5383035518,13.8164116049,199.976672669,?
85.875,68.2540062927,1.36665938258,0.936152604871,0.701519213584,9.0705854541,22.2280973568,576.466347549,?
76.8125,76.4282496447,1.15316845151,0.277640824406,1.00625558534,11.4073552386,16.8050472872,320.027355682,?
62.6875,64.6207384959,1.91411479619,2.75131110195,0.596067917784,8.79512735248,24.1146440199,653.17270163,?
120.1875,73.1079841314,0.20259840017,-1.16216397498,1.07059874888,11.5696369556,16.2520164803,301.573256334,?
130.0625,76.6489308063,0.125120734549,-1.17977638588,1.43342269884,14.0199267734,12.7635795818,184.049880832,?
66.25,71.6375425318,1.64003993079,1.33978405378,0.921358355675,10.6006002298,17.3179797482,354.472217428,?
128.6875,85.4032484379,0.116945559454,-1.4275678728,1.41912421805,15.5092416953,13.4361328622,188.642068065,?
89.84375,56.7594206801,0.784391899667,0.567353920951,1.53440571939,12.4153046813,13.5176300056,222.155763734,?
74.1875,63.0765593842,1.56054861665,1.98238932305,1.62377122431,15.9152303022,12.0949081952,156.52093582,?
76.6875,69.0920751154,1.27915855308,0.758074009795,1.11260053619,12.3422236513,16.7973142479,316.620254553,?
82.5625,76.0969519347,0.877046119579,-0.243255521967,1.45933869526,15.3464576436,12.3754279803,160.953042617,?
99.3125,78.1670636761,0.506615117953,-0.973195476073,1.10098302055,12.7058418558,15.3118032544,259.528068943,?
63.8125,70.621543057,1.70652202237,1.74753139188,0.732797140304,11.0912659704,18.996647382,385.529159519,?
74.75,69.7401426726,1.21355873195,0.607265800214,1.7944593387,17.5033949381,11.7220348127,144.43582623,?
95.6875,78.6556726737,0.771822921739,-0.562785823944,1.15192135836,14.5193523863,14.4382900422,219.379668565,?
63.3125,71.0138355798,1.83721830647,2.09517527423,1.34763181412,13.942296864,14.505048219,226.79467181,?
78.4375,75.1115576576,1.18221083537,0.255081541193,0.549597855228,9.58369357767,23.2809230031,566.588490711,?
49.8125,57.0057220264,2.84064828214,7.56396456687,0.69436997319,8.91301798838,22.6306186072,604.225924604,?
104.625,68.44146678,0.417923165496,-0.48026855004,0.57908847185,8.94480896335,23.2157851694,611.208183138,?
101.625,64.4853423268,0.657396830416,0.0622670806356,2.21805183199,17.2271476468,10.9601971107,133.317525123,?
114.625,92.7098127223,0.236365462796,-1.41196201704,1.47542448615,14.4980684724,12.9866385118,185.125879058,?
