@relation some_pulsars
@attribute Period numeric
@attribute Profile_Mean numeric
@attribute Profile_Sdtdev numeric
@attribute Profile_Skewness numeric
@attribute Profile_Kurtosis numeric
@attribute DM_SNR_Mean numeric
@attribute DM_SNR_Stddev numeric
@attribute DM_SNR_Skewness numeric
@attribute DM_SNR_Kurtosis numeric
@attribute class {0,1}
@data
274.40616695,125.94,51.973,-0.042751,2.7659,1.0268,0.17367,-1.7582,13.577,0
121.23533348,130.25,44.2,-0.28233,3.8108,0.88211,0.15197,-1.7726,12.45,0
236.458176272,139.85,52.238,-0.25567,3.0914,1.2071,0.25544,-0.80061,6.5654,0
97.3886888986,119.52,57.013,0.042615,2.4891,0.85046,0.15879,-1.0273,9.9261,0
177.305368721,118.6,52.338,0.28508,2.8347,1.1653,0.22077,-1.2542,9.0725,0
410.141793101,126.26,62.555,-0.087154,2.26,1.0357,0.16275,-2.4822,17.46,0
444.640455774,131.49,52.262,0.00625,3.294,1.0554,0.17834,-1.7233,13.78,0
213.507909861,109.77,51.645,0.20384,2.6601,1.0658,0.19886,-1.3584,9.7748,0
184.630694713,103.11,61.022,0.51491,2.4326,2.8893,0.45707,-2.7657,16.99,0
357.842681033,91.784,50.608,0.39781,2.8999,1.1444,0.16896,-3.0012,22.044,0
469.309116222,109.9,55.638,0.07354,2.5133,1.0267,0.16588,-2.1315,15.864,0
1698.82247941,148.98,39.817,-0.53808,5.7767,1.2112,0.17746,-3.027,22.629,0
3001.67097342,129.44,58.031,-0.10977,2.7153,1.3055,0.19156,-3.0903,22.455,0
1110.56632072,114.49,47.492,0.27245,3.6009,1.1799,0.18496,-2.4227,17.719,0
331.051132844,136.13,56.797,-0.139,2.5773,0.95578,0.17754,-1.4097,9.7637,0
358.983711378,128.07,43.981,0.006912,3.7746,0.96228,0.15948,-2.0516,14.559,0
141.445594132,111.6,48.017,0.27733,3.202,0.9068,0.15657,-2.0357,12.528,0
243.370540842,122.48,51.167,-0.019031,3.1741,0.97321,0.15288,-2.4559,17.51,0
402.753855023,123.14,52.312,-0.060694,2.7806,1.1017,0.19056,-1.9821,12.355,0
462.089441507,143.01,58.009,-0.2491,2.5166,1.1279,0.20362,-1.6082,11.126,0
410.621928167,134.33,53.792,-0.20748,2.9449,0.97869,0.15499,-2.1838,17.369,0
421.092361545,134.94,47.597,-0.19775,3.5786,1.6428,0.4808,-0.69441,2.8195,0
468.71809657,117.89,47.582,0.269,3.4823,1.278,0.22901,-1.3679,11.296,0
2395.01850417,126.28,55.339,-0.13649,2.6069,1.197,0.24082,-0.60506,8.0707,0
10001.1068682,135.98,55.364,-0.22715,2.7695,1.4998,0.2571,-1.8167,12.91,0
224.453452889,139.08,51.872,-0.30289,2.7892,1.1184,0.20098,-1.2666,11.437,0
446.098402276,130.16,48.339,-0.03059,3.1103,1.01,0.16687,-2.1318,14.468,0
2384.66084213,109.88,52.907,0.19374,3.0502,1.1791,0.20852,-1.8487,11.57,0
1599.75288164,125.73,61.322,0.038691,2.5673,1.387,0.25927,-1.2525,9.5114,0
4025.05588332,137.88,48.767,-0.26975,3.4399,1.1535,0.19477,-1.6212,13.957,0
284.073335765,116.92,50.615,0.271,3.1276,0.94997,0.14883,-2.5057,17.561,0
218.455908831,142.62,58.644,-0.15718,2.6005,0.91677,0.15274,-1.8887,14.36,0
146.77182201,119.97,51.629,-0.33415,2.8551,1.0282,0.19124,-1.5796,9.7767,0
475.838911243,100.7,47.584,-0.098385,3.0073,1.109,0.19352,-1.7366,11.886,0
293.379883717,100.37,45.473,0.20791,3.3241,1.0043,0.15388,-2.4934,19.434,0
450.183753273,110.94,56.524,0.26128,2.7276,1.5045,0.23044,-2.6519,19.209,0
320.725617111,115.37,54.623,0.13361,2.6868,1.1154,0.21877,-0.88029,8.7463,0
416.069883355,130.2,60.031,-0.093064,2.5571,1.0751,0.17222,-2.2674,16.457,0
895.287792096,132.16,46.118,-0.28082,3.4461,1.3177,0.21599,-1.8762,15.227,0
281.969444528,125.12,43.744,-0.31294,3.9697,0.9881,0.1795,-1.4533,10.495,0
1342.32126938,143.06,52.076,-0.33267,3.0264,1.1139,0.16997,-2.763,19.536,0
311.398783205,133.56,52.063,-0.4052,3.3031,0.9697,0.17626,-1.3713,10.654,0
433.360329252,127.17,50.904,0.061984,3.1738,1.0581,0.1685,-2.3031,16.577,0
496.425537042,139.12,47.452,-0.37147,3.3161,1.1357,0.18454,-2.1123,15.692,0
413.94732246,135.73,55.274,-0.29579,2.6193,1.2157,0.33185,-0.21577,3.4945,0
678.933838226,135.76,48.393,-0.29002,3.4135,1.1495,0.19178,-1.8839,14.364,0
377.717179785,121.86,54.028,-0.21951,2.8242,1.0956,0.17859,-2.1014,15.337,0
1699.3778336,133.06,52.845,-0.2123,2.8789,1.501,0.23005,-2.6009,19.195,0
187.258125581,142.15,55.441,-0.14878,2.7549,1.0672,0.208,-1.1139,8.1065,0
472.434275672,102.96,58.535,0.3532,2.5214,1.4141,0.19574,-3.5867,28.145,0
275.276854776,135.92,52.92,-0.19437,2.7598,1.2279,0.21485,-1.6829,11.677,0
309.994241201,112.55,45.71,-0.18925,3.3836,1.2869,0.30304,-0.65427,4.5275,0
116.477691275,109.25,45.716,0.41141,3.7277,1.2011,0.20681,-1.671,12.601,0
168.498359193,144.79,58.546,-0.27838,2.7158,1.1292,0.16439,-3.0819,23.149,0
3471.72121582,123.51,50.262,-0.11091,3.1213,1.1883,0.22187,-1.2218,9.6202,0
410.364510885,93.362,46.485,0.61813,4.0863,1.0307,0.17873,-1.7498,12.726,0
272.057410837,124.31,58.962,-0.18568,2.3899,0.96046,0.15545,-2.0206,16.053,0
371.159592235,131.56,58.252,-0.02862,2.4263,1.0893,0.18966,-1.9632,12.153,0
271.048110045,114.26,51.234,0.15541,3.0256,1.0948,0.18228,-2.1234,14.144,0
521.99792799,134.39,51.992,-0.31736,2.8375,1.1506,0.17328,-2.7134,20.539,0
1155.0238223,140.94,58.45,-0.39189,2.9505,1.7927,0.26362,-2.9099,22.484,0
362.374376884,118.77,42.368,-0.089808,3.852,1.0245,0.17945,-1.534,12.201,0
4025.53529558,116.25,51.347,0.25504,2.9498,1.6054,0.27173,-1.7522,13.695,0
244.867673222,141,50.815,-0.41965,3.2419,1.4043,0.20187,-3.0261,24.767,0
513.020811973,142.52,53.45,-0.5697,3.2454,1.1994,0.24937,-0.82439,6.7398,0
304.109092276,135.79,52.351,-0.21949,2.7204,1.2249,0.17644,-3.1957,24.482,0
408.273265395,124.18,45.209,-0.12458,3.7632,1.0757,0.17949,-1.8457,14.188,0
500.026567312,103.25,45.395,0.3091,3.8559,1.141,0.15524,-3.7413,30.123,0
242.961724022,128.52,64.314,-0.05256,2.2595,1.2279,0.18102,-3.033,22.117,0
1000.08133491,122.83,51.111,-0.028444,3.048,1.3637,0.25058,-1.2839,10.066,0
286.008346938,153.84,44.411,-0.77164,4.7031,0.98849,0.16349,-1.917,15.137,0
1000.05628873,129.83,58.054,-0.081289,2.5683,1.5115,0.24579,-2.0527,15.385,0
417.446134057,118.98,48.003,0.090266,3.1149,1.1414,0.17017,-2.8231,21.467,0
486.057043254,117.91,49.305,0.007415,3.3203,0.98111,0.16121,-2.1352,15.05,0
3386.43006296,129.52,54.145,-0.2771,2.8789,1.3458,0.24497,-1.5407,10.83,0
304.13497006,128.37,50.239,-0.31583,2.9674,1.1615,0.19184,-2.047,14.548,0
195.400709047,110.67,46.589,0.033178,3.206,1.0789,0.18906,-1.2416,13.365,0
268.170976007,155.95,50.806,-0.63251,3.6196,1.14,0.18779,-2.2268,14.804,0
410.935502471,151.03,56.12,-0.57547,2.9709,1.0324,0.15896,-2.4707,19.574,0
255.328059862,136.43,48.823,-0.065374,3.2285,1.2712,0.18302,-3.1422,24.358,0
3000.34043868,119.43,54.853,-0.025672,2.5469,1.1851,0.2309,-1.0794,8.8585,0
327.972815413,122.56,43.665,-0.37908,3.6203,0.99767,0.17029,-1.8583,13.041,0
272.603604717,121.5,55.067,-0.28213,2.649,1.3691,0.2717,-1.1996,7.7805,0
354.207534875,141.54,51.551,-0.098483,3.2942,1.0031,0.16252,-1.9789,16.209,0
355.562343642,129.23,60.061,0.18243,2.385,1.164,0.17587,-2.6224,20.456,0
480.016121177,114.5,50.167,0.1243,3.1017,0.96608,0.16004,-2.0164,14.621,0
480.209196523,149.04,44.905,-0.5676,4.2788,1.0203,0.17033,-1.6996,14.349,0
338.228286412,128.2,56.03,0.026502,2.617,1.1015,0.21181,-0.90355,9.0819,0
270.228954257,131.89,47.386,-0.15065,3.5058,1.0988,0.18286,-2.1242,14.125,0
229.947313217,104.16,53.113,0.29679,2.9065,1.058,0.16789,-2.3626,17.092,0
329.601795265,141.97,50.212,-0.40148,3.2531,1.1089,0.20007,-1.4386,10.855,0
305.704951375,137.03,53.112,-0.081857,3.0837,1.2644,0.22156,-1.5609,12.084,0
1232.1756656,117.09,60.65,-0.14493,2.2217,1.2399,0.25193,-0.68718,7.9303,0
1125.05398203,126.35,68.184,0.019581,2.0799,1.3141,0.22102,-1.8702,13.962,0
290.955099105,144.56,60.371,-0.45599,2.7798,1.2106,0.19962,-2.3506,14.738,0
491.688837207,134.16,60.545,-0.22124,2.5591,1.0904,0.2098,-0.89988,9.3121,0
93.3057788906,118.42,62.526,0.15092,2.2223,1.0321,0.21349,-1.0016,6.8066,0
218.283971668,123.7,51.317,-0.12316,2.8754,1.2645,0.20306,-2.3851,16.138,0
340.08287419,118.63,54.344,0.32138,3.3225,1.099,0.18791,-1.5953,13.251,0
527.63721578,113.37,54.508,0.35716,3.0233,0.99216,0.14012,-3.386,26.029,0
1030.63704003,146.95,55.198,-0.36162,3.0708,1.1224,0.19401,-1.6971,12.656,0
285.086531968,122.63,60.92,-0.22422,2.4031,1.065,0.16383,-2.6065,18.907,0
427.787509888,123.27,64.418,0.073252,2.1134,1.009,0.16525,-2.1924,15.322,0
397.432483598,112.65,48.067,0.026426,2.9123,1.2244,0.21126,-1.9724,12.482,0
252.041717183,114.3,50.55,0.29449,2.919,1.0605,0.19544,-1.4434,9.812,0
439.487941353,127.54,49.854,-0.080085,3.3522,1.0729,0.18292,-1.8931,13.218,0
355.757532715,110.72,45.122,0.12071,3.2664,0.97639,0.14744,-2.8192,20.23,0
714.120608973,111.46,62.659,0.14513,2.1302,1.1242,0.18701,-2.1895,14.26,0
359.476025629,116.17,47.314,-0.086146,3.162,1.1708,0.17664,-2.6534,20.653,0
1033.50024729,130.73,48.062,-0.34821,3.2321,1.2598,0.28915,-0.74328,5.079,0
301.397581469,138.11,56.18,-0.46214,2.7035,1.0281,0.17264,-2.0163,13.753,0
500.026436105,140.31,48.373,-0.28801,3.556,1.1321,0.17629,-2.4026,18.21,0
187.433829245,129.1,53.472,0.098209,2.5169,1.1388,0.168,-3.1539,22.254,0
267.385604342,120.33,48.762,0.080665,2.9511,1.148,0.18238,-2.3785,16.943,0
491.421910252,124.29,58.623,-0.09225,2.31,1.0587,0.17275,-2.1853,15.315,0
499.729342618,132.74,56.075,-0.32295,2.7906,1.1076,0.17519,-2.2609,17.198,0
2532.66702782,123.78,64.65,-0.01412,2.2797,1.2605,0.19441,-2.6827,18.981,0
330.072875568,111.98,50.612,0.43834,2.936,1.0034,0.15862,-2.5476,17.211,0
411.964335732,123.86,47.974,-0.17029,3.2856,1.0449,0.16527,-2.4606,17.438,0
594.273480091,127.17,52.843,0.059319,2.7633,1.2236,0.20032,-1.7135,15.853,0
336.961340861,125.63,51.718,-0.086401,3.1491,1.009,0.19414,-1.1312,8.7263,0
1048.62241006,137.95,49.889,-0.18027,3.3238,1.0085,0.15742,-2.5933,17.91,0
947.952673368,148.28,50.055,-0.29715,3.2602,1.1752,0.22404,-1.3941,8.8397,0
1499.89812079,101.48,48.001,0.38651,3.2374,1.3654,0.27632,-0.90702,7.2321,0
416.21392173,121.73,57.589,0.072964,2.7959,1.0938,0.2138,-1.089,8.6097,0
1614.94027301,112.47,56.494,0.23499,2.7655,1.1295,0.17983,-2.2139,16.689,0
267.5988468,132.38,59.942,-0.1631,2.3184,1.0135,0.175,-1.6561,12.48,0
243.438808654,114.84,48.674,0.259,3.3836,1.0152,0.14689,-3.0993,24.021,0
237.441875146,131.15,59.07,-0.21227,2.6286,1.1395,0.17856,-2.3668,17.905,0
284.373761021,110.29,50.489,0.13148,3.1613,1.0605,0.1674,-2.3023,17.405,0
488.994963561,100.43,51.644,0.012592,2.7825,0.96795,0.16053,-2.195,14.737,0
803.076778737,141.31,54.69,-0.05615,2.9525,1.2059,0.18104,-2.7181,21.027,0
428.542319862,134.44,56.995,-0.26926,2.7896,0.99909,0.1654,-2.0562,15.354,0
92.9414790726,130.51,51.2,-0.025621,2.8949,1.0728,0.20743,-1.0505,8.9755,0
626.472418765,120.68,53.352,0.32566,3.2146,1.2283,0.20735,-1.7086,13.622,0
308.933759322,130.03,58.177,-0.078362,2.5721,1.032,0.18633,-1.5209,10.981,0
1730.91625602,126.86,50.455,-0.22514,2.8138,1.9755,0.7755,0.33882,2.005,0
357.492193269,135.05,49.282,-0.30157,2.8435,1.0787,0.16164,-2.6821,21.131,0
238.281646735,133.91,53.237,-0.19524,2.8547,0.91491,0.1614,-1.39,12.157,0
158.366290898,134.48,53.911,-0.1513,2.9642,1.144,0.21298,-1.5729,9.8145,0
210.276503399,137.03,58.736,-0.21116,2.7015,1.0367,0.17168,-1.912,14.618,0
244.896953098,117.16,57.345,0.25547,2.3872,1.2629,0.18281,-3.1877,23.716,0
300.269251315,126.8,57.495,0.0523,2.6313,1.1484,0.16004,-3.5615,27.383,0
221.185852984,127,52.471,0.008317,2.7435,1.061,0.20061,-1.3802,9.3406,0
999.344977736,130.64,52.333,0.058216,3.1539,1.0844,0.16437,-2.6134,20.127,0
253.081840825,122.4,56.361,0.075437,2.5097,1.1037,0.1841,-1.9327,13.949,0
1720.70713625,104.46,52.57,0.25851,2.8424,1.2771,0.26211,-0.46139,8.1402,0
1443.892148,116.91,45.12,-0.089343,3.2771,1.2732,0.20126,-2.3632,17.2,0
414.79053001,98.455,48.404,0.31046,3.1021,1.1829,0.18755,-2.337,16.831,0
1704.14952721,130.6,57.501,-0.025535,2.6511,1.1759,0.22115,-1.1939,9.4653,0
477.568790463,131.51,49.88,0.005449,2.9219,1.051,0.15345,-3.1079,23.124,0
333.373179909,128.78,56.756,-0.2837,2.5927,1.3119,0.21573,-2.1064,14.694,0
1085.65781801,117.79,68.242,0.27268,2.0398,1.5268,0.25782,-1.7325,13.679,0
1724.87712621,114.68,57.141,0.079957,2.7637,1.2755,0.22539,-1.5492,11.738,0
347.259103773,117.61,51.53,0.25564,3.0282,1.0294,0.19131,-1.4707,9.7201,0
1908.82813589,133.63,57.341,0.1347,2.5112,1.0808,0.19035,-1.6522,11.701,0
279.874004922,127.81,56.171,-0.10028,2.7313,1.1007,0.14894,-3.8493,30.813,0
3128.07336014,95.37,47.493,0.24212,3.2864,1.7966,0.3161,-1.7383,11.796,0
488.62384006,127.62,52.505,-0.26756,3.0671,1.2171,0.17918,-2.8139,22.433,0
