@relation some_pulsars
@attribute Period numeric
@attribute Profile_Mean numeric
@attribute Profile_Sdtdev numeric
@attribute Profile_Skewness numeric
@attribute Profile_Kurtosis numeric
@attribute DM_SNR_Mean numeric
@attribute DM_SNR_Stddev numeric
@attribute DM_SNR_Skewness numeric
@attribute DM_SNR_Kurtosis numeric
@attribute class {0,1}
@data
508.0916437,28.768,36.204,4.7952,27.802,4.5965,3.6801,1.503,4.1509,1
354.7322484,40.583,32.304,3.8845,23.007,3.0894,1.3185,1.0455,3.3012,1
714.520755,15.131,26.176,8.0823,72.399,22.019,23.844,1.9436,5.9806,1
1934.501536,82.67,36.195,2.0364,11.58,1.471,0.82405,1.6399,4.4747,1
2066.659013,67.003,29.947,2.4046,17.423,1.2413,0.44396,2.1183,7.3624,1
785.5233917,26.384,26.244,6.9536,59.248,4.2244,4.5374,2.0136,6.3766,1
602.227819,51.138,35.232,3.0641,16.726,1.9421,0.94498,1.3748,3.8264,1
621.9766904,24.703,31.916,5.5866,36.449,5.2402,5.3659,1.8283,5.4214,1
529.1991094,15.614,32.621,5.5977,36.406,57.134,54.252,1.4207,4.0208,1
1014.686074,63.598,44.606,2.622,10.72,34.738,27.393,0.72869,2.1801,1
1216.809029,127.28,47.356,0.1288,3.3664,1.9649,0.60547,0.45741,2.0752,1
218.7130038,99.61,52.764,0.52664,3.2866,1.3713,0.27317,0.72574,2.6567,1
387.6909315,7.963,27.648,7.679,65.911,293.31,287.57,1.7404,5.1909,1
709.067085,33.16,32.205,5.6017,37.285,3.5113,2.3455,1.5403,4.4304,1
384.9224567,95.786,51.812,1.125,4.5945,1.781,0.43927,0.31798,1.85,1
275.0240862,52.837,37.941,3.2151,16.397,2.2422,1.1006,1.3026,3.7142,1
458.7366633,33.226,34.002,4.4194,26.165,3.0103,2.2642,1.6052,4.5295,1
345.5844679,54.926,36.612,3.425,17.983,2.2134,0.90741,1.2277,3.6432,1
410.861683,20.999,39.016,4.9174,27.228,12.541,10.786,1.3896,3.8357,1
1138.286299,47.358,35.508,3.9132,21.839,3.3134,2.8354,1.6999,5.0743,1
1337.310601,48.315,33.451,3.4751,20.522,1.6105,0.76718,1.8094,5.7297,1
194.6374619,68.086,57.104,1.6818,5.2338,5.3733,1.476,-0.12592,2.1515,1
618.1899367,81.03,44.138,1.5985,7.1413,1.795,0.64835,0.9461,2.8105,1
226.5216452,91.313,44.197,1.3029,6.2029,1.8436,0.40216,-0.03441,1.9765,1
270.2583017,45.72,44.348,3.0639,12.845,7.9984,3.7835,0.71138,2.4088,1
2650.369136,52.487,30.839,4.5212,30.416,9.788,16.801,2.4438,8.0052,1
1362.805037,65.064,32.729,3.6796,22.833,1.736,1.0574,2.0116,6.6249,1
752.9016715,14.984,29.721,6.8019,51.014,38.761,49.2,2.0535,6.5761,1
477.2332933,85.27,44.92,1.2925,6.2114,1.9523,0.66256,0.78647,2.5021,1
1273.781284,26.902,29.126,6.0674,44.201,18.572,27.601,2.1703,6.8026,1
1074.069125,59.52,33.247,2.2988,14.023,1.3254,0.34603,0.96732,3.3681,1
694.06061,56.369,39.099,2.5584,11.621,2.1133,0.97094,1.1543,3.3596,1
440.1574733,30.383,43.849,3.7475,17.302,7.17,4.7779,0.93669,2.6271,1
505.960431,59.414,37.931,2.5057,12.104,1.756,0.6548,1.2733,3.6773,1
381.3191847,67.793,42.809,1.8781,9.1738,1.4375,0.40702,0.92002,2.9529,1
64.94092985,52.762,35.349,3.56,18.389,2.5935,1.2911,1.0541,3.1457,1
1272.257007,84.785,42.849,1.225,6.3094,1.6532,0.49932,0.9532,3.2105,1
