@relation some_pulsars
@attribute Period numeric
@attribute Profile_Mean numeric
@attribute Profile_Sdtdev numeric
@attribute Profile_Skewness numeric
@attribute Profile_Kurtosis numeric
@attribute DM_SNR_Mean numeric
@attribute DM_SNR_Stddev numeric
@attribute DM_SNR_Skewness numeric
@attribute DM_SNR_Kurtosis numeric
@attribute class {0,1}
@data
3.0594662217,50.375,41.2107768066,3.1880869311,12.6238397408,79.7101869761,47.2518952509,1.1575788241,1.1642676883,0
11.1100281373,40.3125,39.8743632394,4.0019095906,18.0672749156,100.357142857,40.6264723501,-0.3049083516,0.112999807,0
23.0989043782,53.28125,40.8068884925,2.8831789407,10.0918264945,94.4478840125,45.9599275813,0.0049242611,-0.2465929539,0
2.3386378602,18.734375,37.2098114529,5.2745005808,28.0581027954,59.4866962306,39.2939347935,1.6022920609,3.8568454987,0
9.3434675475,36.8125,45.9057713556,3.1693400341,10.3170917016,53.892476489,50.6294758031,1.4984963024,1.8062876421,0
7.4739603219,20.484375,43.2127701711,4.5054465798,19.6433576378,72.0651105651,47.4786500897,1.1356248511,1.447716588,0
2.0568404708,42.625,35.6320168528,4.2682170078,21.029275626,48.389483066,33.0143151566,2.1537938019,6.0975465212,0
2.6305231271,70.609375,63.602431456,1.5223879847,1.0189441101,116.736691237,66.7919063976,0.1864866189,-1.009824625,0
4.1103015285,30.5625,55.7067867836,2.8898699576,7.3020400097,97.4835858586,52.9962809184,0.1318387701,-0.1676144716,0
3.1022379717,20.453125,37.8945616512,5.2669688845,27.3005689252,55.219851577,41.5868549855,1.4875929598,3.0324907597,0
2.3386378602,27.921875,41.3076508832,4.6206329216,21.2832049985,66.1865800866,44.2960585283,0.9539183318,1.1869855215,0
11.1089401881,75.453125,43.3207260181,1.9507979902,5.8237043344,78.9619164619,46.550297132,1.3796820199,1.8220342869,0
14.8423770721,20.96875,36.6486565025,4.9285867354,25.730441882,66.922979798,45.817476161,1.4625733945,2.2906536555,0
7.4537863036,52.375,39.027434261,3.1175324956,12.7554551242,87.2316919192,41.4057027416,0.4736944312,0.4659966156,0
5.7901584367,52.359375,39.7623279576,3.3137871993,14.1277376453,42.2494714588,29.370892018,2.4003158456,8.346660814,0
7.6026104476,42.125,36.0336214527,4.2641528293,20.7118403792,66.7293625914,42.7643405697,1.365326673,2.3426342778,0
7.6462690519,17.390625,37.2502588865,5.2850966061,28.0619176253,59.5848484848,45.1897053255,1.470690165,2.4424939513,0
4.5051408842,78.578125,53.4581625805,1.5865077597,2.753900252,111.340766152,56.8748332495,0.2407768003,-1.015763118,0
7.4740856006,43.734375,38.0801958813,4.2218633791,19.576646413,66.2081189251,42.3571439234,1.2914479259,1.9107607552,0
5.3128122805,44.625,38.6298540639,3.7472362849,15.3580993781,68.126984127,45.4532667632,0.9274380095,0.8181616646,0
4.0745458599,103.78125,58.8141853505,0.7284373456,0.0639873469,110.613505747,70.8711037323,0.2989456889,-1.293921509,0
3.6250962133,56.46875,42.6812197979,2.5800880053,7.7415738382,94.8448616601,55.3087094098,0.6556006811,-0.1996844307,0
14.842667386,70.125,38.934841402,2.8149735801,11.2751953204,64.8697614442,40.6875443851,1.5806984677,3.8825297584,0
4.0745467455,67.296875,75.8653576426,1.3891287097,0.4545813464,90.5192165558,67.2695719252,0.6265139387,-0.8335622676,0
26.3094900621,76.75,50.6800626479,1.7546239835,3.1848025581,124.792475315,55.0580497004,-0.072654561,-0.7752111762,0
3.4966345246,44.703125,56.4561997502,2.7321463737,6.3384721293,96.0634249471,50.89204462,0.5677812531,-0.2592203748,0
2.0568404708,53.5,39.2189367525,3.3442975161,12.7520198543,81.9582027168,47.1607317227,0.6375803081,0.1178070824,0
26.7445346887,44.109375,60.5619819863,1.9055009531,2.4666566409,97.3012265512,65.2308849662,0.2460937068,-0.912072201,0
3.6250980297,76,67.3985348505,1.4013372052,0.8011520447,114.285521886,74.0093812359,-0.022618612,-1.2531507877,0
2.6604290745,28.171875,43.0147339174,3.8774520787,15.2628638948,71.9789944904,46.6357349722,1.3247555583,1.5450989031,0
2.3444985722,74.46875,38.6809743083,2.0491637853,6.5383943151,83.603030303,57.4912182448,0.8477745657,-0.338752181,0
9.424111222,17.75,43.4381744552,4.542562623,20.1627822938,81.5328898744,47.5340527287,1.0334714116,1.2479062413,0
8.1227980621,67.0625,45.621703648,1.6153124212,4.3287933885,81.3307776561,37.4660967124,0.6581041591,1.3128610774,0
3.0543160759,42.59375,37.7908383201,3.9220609958,18.0616299532,46.2177735908,36.8552799165,1.8545801533,3.8795425369,0
3.1021175905,85.125,45.3780990677,1.5941457373,3.9805931248,90.2369597615,41.2727106802,0.9808444601,1.944379725,0
19.3758852136,41.171875,45.2398312771,3.3854666416,11.3551128505,92.7702702703,56.5319668565,0.5774458606,-0.2245805136,0
4.1103015285,61.65625,45.9205219476,2.4799613864,6.7942662001,109.598106061,63.3114014773,0.3856134418,-0.841001779,0
3.9148237865,38.40625,41.4075471495,4.0806471982,17.9600349034,74.0134680135,34.380481314,1.483930854,4.3218567313,0
4.6957559777,85.859375,59.6290269048,0.834028218,-0.0177798476,159.688651218,61.3337830974,-0.5598344289,-0.664116559,0
